Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000114082	3	3	6	2	0	2
ENSMUSG00000114083	0	0	0	0	0	0
ENSMUSG00000114084	0	0	1	0	1	0
ENSMUSG00000114085	0	0	0	0	0	0
ENSMUSG00000114086	0	0	0	1	0	0
ENSMUSG00000114087	0	0	1	0	0	0
ENSMUSG00000114088	40	22	29	51	39	43
ENSMUSG00000114089	40	62	45	8	40	17
ENSMUSG00000114090	0	0	0	0	0	0
ENSMUSG00000114091	0	0	0	0	1	0
ENSMUSG00000114093	0	0	0	0	0	0
ENSMUSG00000114094	9	14	3	8	9	8
ENSMUSG00000114095	4	2	5	9	5	5
ENSMUSG00000114096	0	0	0	0	0	0
ENSMUSG00000114097	0	0	0	0	0	0
ENSMUSG00000114098	0	0	0	0	0	0
ENSMUSG00000114099	0	0	0	0	1	1
ENSMUSG00000114100	0	0	0	0	0	0
ENSMUSG00000114101	0	0	0	0	0	0
ENSMUSG00000114102	1	2	2	5	1	10
ENSMUSG00000114103	3	1	2	0	2	3
ENSMUSG00000114104	3	3	1	3	0	1
ENSMUSG00000114105	0	0	0	0	0	0
ENSMUSG00000114106	3	2	0	2	1	3
ENSMUSG00000114107	0	0	0	0	0	0
ENSMUSG00000114108	0	0	0	0	0	0
ENSMUSG00000114109	0	0	0	0	0	0
ENSMUSG00000114110	3	3	3	2	1	4
ENSMUSG00000114111	0	0	0	0	0	0
ENSMUSG00000114112	0	0	0	0	0	0
ENSMUSG00000114113	12	9	13	14	5	18
ENSMUSG00000114114	0	0	0	0	0	0
ENSMUSG00000114115	0	0	1	0	0	1
ENSMUSG00000114117	3	2	0	2	3	0
ENSMUSG00000114118	1	1	1	0	1	0
ENSMUSG00000114119	0	0	0	0	0	0
ENSMUSG00000114120	0	0	0	0	0	0
ENSMUSG00000114121	26	29	25	36	43	37
ENSMUSG00000114122	0	0	0	0	0	0
ENSMUSG00000114123	0	0	0	1	0	0
ENSMUSG00000114124	0	0	0	0	0	0
ENSMUSG00000114125	1	0	1	0	1	0
ENSMUSG00000114126	1	0	0	0	0	0
ENSMUSG00000114127	1	0	3	1	3	2
ENSMUSG00000114128	0	0	0	0	0	0
ENSMUSG00000114129	0	0	0	0	0	0
ENSMUSG00000114130	0	0	0	0	0	0
ENSMUSG00000114131	0	0	0	0	0	0
ENSMUSG00000114132	0	0	0	0	0	0
ENSMUSG00000114133	203	228	267	244	241	313
ENSMUSG00000114134	0	0	0	0	0	0
ENSMUSG00000114135	0	0	0	0	0	2
ENSMUSG00000114136	0	3	0	0	1	1
ENSMUSG00000114137	0	0	0	0	0	0
ENSMUSG00000114138	15	13	15	19	16	9
ENSMUSG00000114139	0	0	0	0	0	0
ENSMUSG00000114140	0	0	0	0	0	0
ENSMUSG00000114141	0	0	1	0	0	0
ENSMUSG00000114142	0	0	0	1	0	0
ENSMUSG00000114143	2	0	2	1	0	1
ENSMUSG00000114144	0	0	0	0	0	0
ENSMUSG00000114145	0	0	0	0	0	0
ENSMUSG00000114147	4	4	5	4	3	2
ENSMUSG00000114148	40	47	33	41	45	53
ENSMUSG00000114149	0	0	0	0	0	0
ENSMUSG00000114150	84	78	67	95	109	80
ENSMUSG00000114151	0	0	0	0	0	0
ENSMUSG00000114152	0	0	2	0	0	0
ENSMUSG00000114153	0	4	2	2	1	1
ENSMUSG00000114154	0	0	0	0	0	0
ENSMUSG00000114155	0	0	1	1	1	0
ENSMUSG00000114156	0	0	0	0	0	0
ENSMUSG00000114157	18	20	16	23	14	19
ENSMUSG00000114158	0	0	0	0	0	0
ENSMUSG00000114160	0	0	0	0	0	0
ENSMUSG00000114161	0	0	0	0	0	0
ENSMUSG00000114162	0	0	0	0	0	0
ENSMUSG00000114164	0	0	0	0	0	0
ENSMUSG00000114165	3	0	1	2	0	4
ENSMUSG00000114166	0	0	0	0	0	0
ENSMUSG00000114167	1	0	0	0	0	1
ENSMUSG00000114168	0	0	0	0	0	0
ENSMUSG00000114169	0	1	1	0	0	0
ENSMUSG00000114170	0	0	0	0	0	0
ENSMUSG00000114171	0	0	0	0	0	0
ENSMUSG00000114172	0	0	0	0	0	0
ENSMUSG00000114173	0	0	0	0	0	0
ENSMUSG00000114174	0	0	0	0	0	0
ENSMUSG00000114175	0	0	0	0	0	0
ENSMUSG00000114176	0	0	0	0	0	0
ENSMUSG00000114177	1	1	1	1	6	4
ENSMUSG00000114178	0	0	1	0	1	0
ENSMUSG00000114179	1	3	3	2	3	4
ENSMUSG00000114180	1	0	0	0	0	0
ENSMUSG00000114181	8	10	15	11	4	26
ENSMUSG00000114182	0	0	0	0	0	0
ENSMUSG00000114183	0	0	0	0	0	0
ENSMUSG00000114184	6	5	3	4	4	6
ENSMUSG00000114185	0	0	0	2	0	1
ENSMUSG00000114186	0	0	0	0	0	0
ENSMUSG00000114187	0	0	0	0	0	0
ENSMUSG00000114188	0	0	0	0	0	0
ENSMUSG00000114189	1	6	19	26	18	16
ENSMUSG00000114190	1	8	3	6	3	6
ENSMUSG00000114191	0	0	0	0	0	0
ENSMUSG00000114192	0	0	0	0	0	1
ENSMUSG00000114193	5	5	5	5	0	4
ENSMUSG00000114194	0	0	0	1	0	3
ENSMUSG00000114195	0	0	0	0	0	0
ENSMUSG00000114196	1	1	0	1	1	2
ENSMUSG00000114197	0	0	1	0	0	0
ENSMUSG00000114198	0	0	0	0	0	0
ENSMUSG00000114199	0	0	0	0	0	0
ENSMUSG00000114200	9	10	3	7	24	16
ENSMUSG00000114201	0	0	0	0	0	0
ENSMUSG00000114202	5	1	2	3	5	2
ENSMUSG00000114203	0	1	0	1	0	1
ENSMUSG00000114204	0	0	0	0	0	0
ENSMUSG00000114205	0	0	0	0	0	0
ENSMUSG00000114206	0	2	3	4	3	9
ENSMUSG00000114207	0	0	0	0	0	0
ENSMUSG00000114208	0	0	0	1	0	0
ENSMUSG00000114209	1	1	0	0	2	0
ENSMUSG00000114210	157	139	94	184	162	179
ENSMUSG00000114211	0	0	0	0	0	0
ENSMUSG00000114212	0	0	1	0	0	0
ENSMUSG00000114213	1	3	3	5	1	4
ENSMUSG00000114214	0	1	1	1	0	1
ENSMUSG00000114215	0	0	0	0	0	0
ENSMUSG00000114216	0	0	0	0	0	0
ENSMUSG00000114217	7	4	4	2	1	7
ENSMUSG00000114218	1	1	1	2	0	1
ENSMUSG00000114219	1	0	1	4	1	2
ENSMUSG00000114220	13	17	10	16	29	27
ENSMUSG00000114221	1	2	1	1	4	3
ENSMUSG00000114222	0	0	0	0	0	0
ENSMUSG00000114223	0	0	0	0	0	0
ENSMUSG00000114225	0	0	0	0	0	0
ENSMUSG00000114226	0	0	0	0	0	0
ENSMUSG00000114227	0	0	0	0	0	0
ENSMUSG00000114228	0	0	0	0	0	0
ENSMUSG00000114229	0	0	0	0	0	0
ENSMUSG00000114230	237	242	197	242	210	259
ENSMUSG00000114231	1	1	1	0	3	1
ENSMUSG00000114232	1	7	3	1	4	2
ENSMUSG00000114234	0	0	0	0	0	0
ENSMUSG00000114235	19	18	14	14	8	4
ENSMUSG00000114236	0	0	0	0	0	0
ENSMUSG00000114238	0	0	0	0	0	0
ENSMUSG00000114239	0	0	0	0	0	0
ENSMUSG00000114240	0	0	0	1	0	0
ENSMUSG00000114241	6	7	10	6	6	7
ENSMUSG00000114242	1	1	0	1	2	1
ENSMUSG00000114243	1	0	3	1	4	5
ENSMUSG00000114244	9	7	10	13	4	16
ENSMUSG00000114245	3	0	2	3	2	1
ENSMUSG00000114246	1	1	1	3	7	3
ENSMUSG00000114247	0	0	0	0	0	0
ENSMUSG00000114248	0	0	0	0	0	0
ENSMUSG00000114249	0	0	0	0	0	0
ENSMUSG00000114250	0	0	0	0	0	0
ENSMUSG00000114251	118	108	123	89	94	122
ENSMUSG00000114252	1	0	0	1	0	0
ENSMUSG00000114253	110	136	124	247	205	198
ENSMUSG00000114254	1	0	1	1	1	0
ENSMUSG00000114255	2	4	7	6	8	5
ENSMUSG00000114256	0	1	1	0	0	1
ENSMUSG00000114258	0	0	0	0	0	0
ENSMUSG00000114259	0	0	0	0	0	0
ENSMUSG00000114260	0	0	0	0	0	1
ENSMUSG00000114261	0	0	0	0	0	0
ENSMUSG00000114262	0	0	0	0	0	0
ENSMUSG00000114263	0	0	0	0	0	0
ENSMUSG00000114264	0	0	0	0	0	0
ENSMUSG00000114265	0	0	0	0	0	0
ENSMUSG00000114266	17	29	19	21	19	19
ENSMUSG00000114267	2	0	2	3	6	8
ENSMUSG00000114270	0	0	0	0	0	2
ENSMUSG00000114272	0	0	0	0	0	0
ENSMUSG00000114273	0	0	0	0	0	0
ENSMUSG00000114274	0	0	1	0	1	0
ENSMUSG00000114275	0	0	0	0	0	0
ENSMUSG00000114276	11	10	9	14	10	10
ENSMUSG00000114277	77	79	132	207	105	218
ENSMUSG00000114278	18	30	20	25	25	22
ENSMUSG00000114279	0	0	0	0	0	2
ENSMUSG00000114280	0	0	0	0	0	0
ENSMUSG00000114281	0	0	0	0	0	0
ENSMUSG00000114282	3	3	3	1	2	3
ENSMUSG00000114283	0	0	0	0	0	0
ENSMUSG00000114284	38	26	31	53	21	49
ENSMUSG00000114285	0	3	0	1	2	1
ENSMUSG00000114286	0	0	0	0	0	2
ENSMUSG00000114287	0	0	0	0	0	0
ENSMUSG00000114288	3	4	5	6	4	13
ENSMUSG00000114289	0	0	0	0	0	0
ENSMUSG00000114290	0	0	0	0	1	1
ENSMUSG00000114291	8	4	1	3	3	4
ENSMUSG00000114292	0	0	0	0	0	1
ENSMUSG00000114293	2	2	2	1	0	1
ENSMUSG00000114294	0	0	0	0	0	0
ENSMUSG00000114295	0	0	0	0	0	0
ENSMUSG00000114296	0	0	0	0	0	0
ENSMUSG00000114297	0	0	0	1	0	0
ENSMUSG00000114298	7	19	19	6	14	7
ENSMUSG00000114299	1	1	0	0	0	2
ENSMUSG00000114300	28	33	15	12	17	27
ENSMUSG00000114301	0	0	6	1	0	0
ENSMUSG00000114302	1	1	0	0	0	2
ENSMUSG00000114303	0	0	0	0	0	0
ENSMUSG00000114304	0	0	0	0	0	0
ENSMUSG00000114305	0	0	0	0	0	0
ENSMUSG00000114306	6	11	3	2	10	4
ENSMUSG00000114307	0	0	0	0	0	0
ENSMUSG00000114308	0	0	0	0	0	0
ENSMUSG00000114309	16	18	23	28	29	33
ENSMUSG00000114310	0	1	0	0	0	0
ENSMUSG00000114312	0	0	0	0	1	0
ENSMUSG00000114313	1	0	0	0	0	0
ENSMUSG00000114314	0	0	0	0	0	0
ENSMUSG00000114315	1	0	1	1	0	0
ENSMUSG00000114316	0	2	0	1	1	0
ENSMUSG00000114317	0	0	0	0	0	0
ENSMUSG00000114318	0	0	0	0	0	0
ENSMUSG00000114319	0	0	0	0	0	0
ENSMUSG00000114320	0	0	0	0	0	0
ENSMUSG00000114321	13	7	14	9	21	10
ENSMUSG00000114322	0	0	0	0	0	0
ENSMUSG00000114323	0	0	0	0	0	1
ENSMUSG00000114324	0	0	0	0	0	0
ENSMUSG00000114325	0	0	0	0	0	0
ENSMUSG00000114326	1	1	1	0	1	0
ENSMUSG00000114327	0	0	0	0	0	0
ENSMUSG00000114328	0	0	0	0	0	0
ENSMUSG00000114329	5	2	4	9	2	20
ENSMUSG00000114330	0	0	0	0	0	0
ENSMUSG00000114331	0	0	0	0	0	2
ENSMUSG00000114332	4	4	4	7	5	4
ENSMUSG00000114333	0	0	0	0	0	0
ENSMUSG00000114334	0	0	0	0	0	0
ENSMUSG00000114335	0	0	0	1	0	0
ENSMUSG00000114336	0	0	1	1	0	0
ENSMUSG00000114337	0	0	0	0	0	0
ENSMUSG00000114338	0	0	0	0	0	0
ENSMUSG00000114339	0	0	0	0	0	0
ENSMUSG00000114340	1	2	1	0	5	1
ENSMUSG00000114341	0	0	0	0	0	0
ENSMUSG00000114342	0	1	0	0	0	0
ENSMUSG00000114343	0	0	0	0	0	0
ENSMUSG00000114344	0	0	0	0	0	0
ENSMUSG00000114345	0	0	0	0	0	0
ENSMUSG00000114346	0	0	0	0	0	0
ENSMUSG00000114347	0	0	0	0	0	0
ENSMUSG00000114348	0	0	3	1	0	0
ENSMUSG00000114349	40	29	30	31	31	36
ENSMUSG00000114350	0	0	0	0	0	0
ENSMUSG00000114352	1	0	0	0	0	0
ENSMUSG00000114353	0	0	0	0	0	0
ENSMUSG00000114354	9	11	6	16	1	20
ENSMUSG00000114356	0	0	0	0	0	0
ENSMUSG00000114357	1	2	1	0	1	1
ENSMUSG00000114358	0	0	0	0	0	0
ENSMUSG00000114359	2	1	0	0	0	1
ENSMUSG00000114360	3	1	6	2	7	6
ENSMUSG00000114361	0	0	0	0	0	0
ENSMUSG00000114362	51	51	40	92	56	114
ENSMUSG00000114363	0	0	0	0	0	0
ENSMUSG00000114364	0	0	0	0	0	0
ENSMUSG00000114365	0	0	0	0	0	0
ENSMUSG00000114366	1	0	1	1	0	0
ENSMUSG00000114367	0	0	0	0	0	0
ENSMUSG00000114368	0	0	0	0	0	0
ENSMUSG00000114369	195	155	189	161	162	143
ENSMUSG00000114370	0	0	0	0	0	0
ENSMUSG00000114371	0	0	0	0	2	0
ENSMUSG00000114372	0	0	0	0	1	0
ENSMUSG00000114373	0	1	0	1	0	1
ENSMUSG00000114374	0	0	0	0	0	0
ENSMUSG00000114375	10	7	9	10	11	17
ENSMUSG00000114376	0	0	0	0	0	0
ENSMUSG00000114377	0	0	0	0	0	0
ENSMUSG00000114378	2	1	5	2	1	1
ENSMUSG00000114379	5	12	13	18	11	30
ENSMUSG00000114380	0	0	0	0	0	0
ENSMUSG00000114381	0	0	0	0	0	0
ENSMUSG00000114382	1	0	4	2	1	3
ENSMUSG00000114383	1	0	0	0	0	0
ENSMUSG00000114384	0	0	0	0	0	1
ENSMUSG00000114385	0	0	0	0	0	0
ENSMUSG00000114386	0	0	0	0	0	0
ENSMUSG00000114387	0	1	1	2	1	0
ENSMUSG00000114388	0	3	3	2	0	3
ENSMUSG00000114389	0	0	0	0	0	0
ENSMUSG00000114390	0	0	1	1	1	0
ENSMUSG00000114391	1	0	0	0	0	0
ENSMUSG00000114392	0	0	0	0	0	0
ENSMUSG00000114393	6	3	3	5	2	6
ENSMUSG00000114394	0	0	0	0	0	0
ENSMUSG00000114395	0	0	0	0	0	1
ENSMUSG00000114396	1	0	1	0	1	1
ENSMUSG00000114397	0	0	0	0	0	0
ENSMUSG00000114398	0	0	0	0	0	0
ENSMUSG00000114399	3	6	4	0	2	5
ENSMUSG00000114400	0	2	0	0	1	0
ENSMUSG00000114401	5	9	12	12	7	21
ENSMUSG00000114402	0	0	0	0	0	0
ENSMUSG00000114403	2	1	3	2	2	1
ENSMUSG00000114405	0	0	0	0	0	0
ENSMUSG00000114406	0	0	0	0	0	0
ENSMUSG00000114407	0	1	0	1	0	0
ENSMUSG00000114408	0	0	0	0	1	0
ENSMUSG00000114409	7	7	3	8	15	5
ENSMUSG00000114410	0	0	0	0	0	0
ENSMUSG00000114411	0	0	0	0	0	0
ENSMUSG00000114412	0	0	0	0	0	0
ENSMUSG00000114414	0	0	0	0	0	1
ENSMUSG00000114415	1	0	0	2	0	0
ENSMUSG00000114416	0	0	0	0	0	0
ENSMUSG00000114417	0	0	0	2	0	2
ENSMUSG00000114418	0	0	0	1	0	0
ENSMUSG00000114419	17	14	20	17	19	22
ENSMUSG00000114420	0	0	0	0	0	0
ENSMUSG00000114421	0	0	0	0	0	0
ENSMUSG00000114422	1	0	0	1	0	2
ENSMUSG00000114423	0	0	0	0	0	0
ENSMUSG00000114424	6	4	7	6	9	12
ENSMUSG00000114425	0	0	0	0	0	0
ENSMUSG00000114426	0	0	0	0	0	0
ENSMUSG00000114427	0	0	0	0	0	0
ENSMUSG00000114428	0	0	0	0	0	0
ENSMUSG00000114429	0	0	0	0	0	0
ENSMUSG00000114430	0	1	1	1	2	2
ENSMUSG00000114431	0	0	2	0	0	0
ENSMUSG00000114432	0	0	0	0	0	0
ENSMUSG00000114433	14	22	9	25	19	43
ENSMUSG00000114434	0	0	0	0	0	0
ENSMUSG00000114436	0	0	1	0	0	0
ENSMUSG00000114437	2	1	0	0	1	1
ENSMUSG00000114438	3	4	5	4	8	10
ENSMUSG00000114439	0	0	0	0	0	0
ENSMUSG00000114440	0	0	0	0	0	0
ENSMUSG00000114441	0	0	0	0	0	0
ENSMUSG00000114442	5	6	6	4	3	2
ENSMUSG00000114443	1	4	0	1	2	0
ENSMUSG00000114444	0	0	0	0	0	0
ENSMUSG00000114445	0	0	0	0	0	0
ENSMUSG00000114446	1	0	3	2	0	3
ENSMUSG00000114447	0	0	0	0	0	0
ENSMUSG00000114448	0	2	2	3	0	3
ENSMUSG00000114449	0	0	0	0	0	0
ENSMUSG00000114450	0	0	0	0	0	0
ENSMUSG00000114451	0	0	0	0	0	0
ENSMUSG00000114452	0	0	0	1	3	2
ENSMUSG00000114453	0	0	0	1	2	0
ENSMUSG00000114454	0	1	0	0	0	0
ENSMUSG00000114456	2	8	4	10	10	8
ENSMUSG00000114458	0	0	0	0	0	2
ENSMUSG00000114459	0	0	0	0	0	0
ENSMUSG00000114460	0	0	0	0	0	0
ENSMUSG00000114461	0	0	0	0	0	0
ENSMUSG00000114462	0	0	0	0	0	0
ENSMUSG00000114463	0	0	0	1	0	0
ENSMUSG00000114464	0	0	0	0	0	0
ENSMUSG00000114465	0	0	0	0	0	0
ENSMUSG00000114466	0	1	0	0	0	0
ENSMUSG00000114467	0	0	0	0	0	0
ENSMUSG00000114469	10	8	5	9	6	6
ENSMUSG00000114470	3	3	5	7	6	4
ENSMUSG00000114471	0	0	0	0	0	0
ENSMUSG00000114472	0	1	0	0	0	0
ENSMUSG00000114473	0	0	0	0	0	0
ENSMUSG00000114474	1	2	2	0	1	2
ENSMUSG00000114475	0	0	0	0	0	0
ENSMUSG00000114476	0	0	0	0	0	0
ENSMUSG00000114477	1	0	0	0	0	1
ENSMUSG00000114478	5	1	6	5	5	1
ENSMUSG00000114480	0	0	0	0	0	0
ENSMUSG00000114481	14	14	5	4	11	12
ENSMUSG00000114482	0	0	0	0	0	0
ENSMUSG00000114483	1	0	0	3	2	0
ENSMUSG00000114484	0	0	0	0	0	0
ENSMUSG00000114485	0	1	0	0	0	0
ENSMUSG00000114486	0	0	0	0	0	0
ENSMUSG00000114487	0	0	0	0	0	0
ENSMUSG00000114488	34	46	36	50	51	50
ENSMUSG00000114489	0	0	0	0	0	0
ENSMUSG00000114490	0	0	0	0	0	0
ENSMUSG00000114491	2	5	3	6	1	4
ENSMUSG00000114492	14	12	13	17	14	18
ENSMUSG00000114493	118	159	138	136	131	158
ENSMUSG00000114494	0	0	0	0	0	0
ENSMUSG00000114495	0	0	0	0	0	0
ENSMUSG00000114496	0	0	0	0	0	0
ENSMUSG00000114498	1	1	1	3	2	3
ENSMUSG00000114499	0	0	0	0	0	0
ENSMUSG00000114500	13	3	10	7	13	6
ENSMUSG00000114501	1	1	0	1	0	0
ENSMUSG00000114502	0	0	0	0	0	0
ENSMUSG00000114503	0	1	0	0	1	0
ENSMUSG00000114504	0	0	0	1	0	0
ENSMUSG00000114505	0	0	0	0	0	0
ENSMUSG00000114506	0	0	0	0	0	0
ENSMUSG00000114507	1	0	0	0	0	0
ENSMUSG00000114508	0	0	0	0	0	0
ENSMUSG00000114509	1	1	1	3	0	1
ENSMUSG00000114510	0	0	0	0	0	0
ENSMUSG00000114511	3	5	1	4	6	3
ENSMUSG00000114512	0	0	0	0	0	0
ENSMUSG00000114513	0	0	0	0	0	0
ENSMUSG00000114514	0	0	0	0	0	0
ENSMUSG00000114515	12	18	25	25	38	33
ENSMUSG00000114516	5	4	8	5	11	11
ENSMUSG00000114517	0	0	0	0	1	0
ENSMUSG00000114518	0	0	0	0	0	0
ENSMUSG00000114519	0	2	0	0	0	0
ENSMUSG00000114520	0	0	0	0	0	0
ENSMUSG00000114521	1	0	3	2	1	0
ENSMUSG00000114522	0	1	1	4	1	4
ENSMUSG00000114523	0	0	0	0	0	0
ENSMUSG00000114524	20	18	19	12	14	15
ENSMUSG00000114525	5	2	3	5	6	8
ENSMUSG00000114526	13	5	2	8	0	8
ENSMUSG00000114527	0	0	0	0	0	0
ENSMUSG00000114528	0	0	0	0	0	0
ENSMUSG00000114529	4	2	5	1	4	5
ENSMUSG00000114530	0	0	0	0	0	0
ENSMUSG00000114531	3	1	2	1	0	0
ENSMUSG00000114532	3	4	4	7	5	17
ENSMUSG00000114533	0	0	0	0	0	0
ENSMUSG00000114534	0	1	0	1	0	1
ENSMUSG00000114535	38	28	16	19	13	29
ENSMUSG00000114536	9	7	11	21	8	18
ENSMUSG00000114537	0	0	0	0	0	0
ENSMUSG00000114538	0	0	0	0	0	0
ENSMUSG00000114539	0	0	0	2	0	0
ENSMUSG00000114540	75	57	59	48	48	63
ENSMUSG00000114541	0	0	0	0	0	0
ENSMUSG00000114542	0	0	0	0	0	0
ENSMUSG00000114543	0	0	0	0	0	0
ENSMUSG00000114544	0	0	0	0	0	0
ENSMUSG00000114545	11	11	13	13	8	11
ENSMUSG00000114546	0	0	0	0	0	0
ENSMUSG00000114547	13	9	18	10	15	17
ENSMUSG00000114549	0	0	0	0	0	0
ENSMUSG00000114551	4	2	3	0	1	6
ENSMUSG00000114552	0	3	5	1	3	4
ENSMUSG00000114553	9	7	4	14	7	8
ENSMUSG00000114554	2	3	0	8	3	4
ENSMUSG00000114555	1	0	2	1	0	0
ENSMUSG00000114556	0	0	0	0	0	0
ENSMUSG00000114557	0	1	0	0	0	0
ENSMUSG00000114558	13	14	10	13	9	13
ENSMUSG00000114559	1	2	1	0	0	3
ENSMUSG00000114560	0	0	0	0	0	0
ENSMUSG00000114561	0	0	0	0	0	0
ENSMUSG00000114562	0	0	0	0	0	0
ENSMUSG00000114563	0	1	1	3	1	3
ENSMUSG00000114564	0	0	0	0	0	0
ENSMUSG00000114565	0	0	0	1	0	0
ENSMUSG00000114566	4	6	3	9	3	10
ENSMUSG00000114567	0	0	0	0	0	0
ENSMUSG00000114568	9	13	8	13	10	13
ENSMUSG00000114569	0	0	0	0	0	0
ENSMUSG00000114570	3	0	1	0	1	2
ENSMUSG00000114571	8	1	1	4	1	2
ENSMUSG00000114572	0	0	0	0	0	0
ENSMUSG00000114573	2	2	0	0	5	5
ENSMUSG00000114575	372	337	313	329	394	360
ENSMUSG00000114576	1	0	0	4	0	0
ENSMUSG00000114577	0	0	0	0	0	0
ENSMUSG00000114578	0	0	0	0	0	0
ENSMUSG00000114579	97	71	90	74	97	114
ENSMUSG00000114580	0	0	0	0	0	0
ENSMUSG00000114581	0	0	0	0	1	0
ENSMUSG00000114582	0	0	0	0	0	0
ENSMUSG00000114583	2	0	0	0	0	0
ENSMUSG00000114584	377	372	313	280	297	287
ENSMUSG00000114585	2	5	5	4	7	2
ENSMUSG00000114586	0	0	0	0	0	1
ENSMUSG00000114587	0	0	0	0	0	0
ENSMUSG00000114588	0	1	0	1	0	0
ENSMUSG00000114589	0	0	0	0	0	0
ENSMUSG00000114590	57	49	66	80	85	92
ENSMUSG00000114591	0	0	0	0	0	0
ENSMUSG00000114592	0	0	0	0	0	0
ENSMUSG00000114593	0	0	0	0	0	0
ENSMUSG00000114595	0	1	0	0	0	0
ENSMUSG00000114596	1	0	1	1	1	1
ENSMUSG00000114597	2	0	1	0	1	1
ENSMUSG00000114598	6	2	0	5	1	1
ENSMUSG00000114599	0	0	0	0	0	0
ENSMUSG00000114600	0	0	0	0	0	0
ENSMUSG00000114601	0	0	0	0	0	0
ENSMUSG00000114602	90	99	55	68	68	64
ENSMUSG00000114603	1	0	2	0	0	5
ENSMUSG00000114604	0	0	0	0	0	1
ENSMUSG00000114605	7	0	6	10	7	11
ENSMUSG00000114606	0	0	0	0	0	0
ENSMUSG00000114607	15	12	6	9	6	8
ENSMUSG00000114608	1	0	3	1	2	5
ENSMUSG00000114609	0	0	0	0	0	0
ENSMUSG00000114610	1	0	1	0	0	0
ENSMUSG00000114611	0	0	0	0	0	0
ENSMUSG00000114612	23	17	16	30	16	13
ENSMUSG00000114613	0	0	0	1	0	0
ENSMUSG00000114614	0	0	0	0	0	0
ENSMUSG00000114615	0	0	0	0	0	0
ENSMUSG00000114616	0	0	0	0	0	0
ENSMUSG00000114617	0	1	2	1	1	1
ENSMUSG00000114618	1	0	0	2	3	3
ENSMUSG00000114619	0	0	0	0	0	0
ENSMUSG00000114620	0	0	0	0	0	0
ENSMUSG00000114621	22	21	32	30	38	27
ENSMUSG00000114622	1	1	2	0	1	0
ENSMUSG00000114623	6	11	10	9	11	11
ENSMUSG00000114624	16	19	11	16	9	10
ENSMUSG00000114625	0	0	0	0	0	0
ENSMUSG00000114626	0	0	0	1	0	0
ENSMUSG00000114627	8	7	6	5	13	2
ENSMUSG00000114628	0	0	0	0	0	0
ENSMUSG00000114629	0	0	0	0	0	0
ENSMUSG00000114630	0	0	0	0	0	0
ENSMUSG00000114631	0	0	0	0	0	0
ENSMUSG00000114632	0	1	0	0	0	0
ENSMUSG00000114633	39	44	25	54	52	54
ENSMUSG00000114634	0	0	0	0	0	0
ENSMUSG00000114635	0	0	0	0	0	0
ENSMUSG00000114636	0	0	0	0	0	0
ENSMUSG00000114637	0	0	0	0	0	0
ENSMUSG00000114638	4	3	5	8	4	3
ENSMUSG00000114639	13	7	7	12	16	16
ENSMUSG00000114640	0	1	0	1	0	0
ENSMUSG00000114641	0	0	0	0	0	0
ENSMUSG00000114642	2	2	0	2	1	2
ENSMUSG00000114643	0	0	0	0	0	0
ENSMUSG00000114644	0	0	0	0	0	0
ENSMUSG00000114645	0	0	0	0	0	0
ENSMUSG00000114646	2	1	2	1	7	2
ENSMUSG00000114647	0	1	0	1	0	0
ENSMUSG00000114648	0	0	0	0	0	0
ENSMUSG00000114649	23	13	27	20	16	17
ENSMUSG00000114650	0	0	1	0	0	0
ENSMUSG00000114651	0	0	0	0	0	0
ENSMUSG00000114652	0	0	0	0	0	0
ENSMUSG00000114653	1	0	1	2	1	1
ENSMUSG00000114654	0	0	0	0	0	0
ENSMUSG00000114655	1	1	0	0	1	1
ENSMUSG00000114656	0	0	2	1	1	1
ENSMUSG00000114657	2	0	0	0	0	0
ENSMUSG00000114658	0	0	0	0	0	0
ENSMUSG00000114659	0	0	0	0	0	0
ENSMUSG00000114660	2	0	1	1	0	0
ENSMUSG00000114661	1	0	0	0	0	0
ENSMUSG00000114662	1	3	0	0	3	2
ENSMUSG00000114663	0	0	0	0	0	0
ENSMUSG00000114664	22	25	21	29	26	43
ENSMUSG00000114665	5	4	3	3	2	0
ENSMUSG00000114666	0	0	0	0	0	0
ENSMUSG00000114667	0	0	0	0	0	0
ENSMUSG00000114668	0	0	0	0	0	0
ENSMUSG00000114670	0	0	0	0	0	0
ENSMUSG00000114671	0	0	0	0	0	0
ENSMUSG00000114672	0	0	0	0	0	0
ENSMUSG00000114673	0	0	0	0	1	0
ENSMUSG00000114674	0	0	0	0	0	0
ENSMUSG00000114675	0	0	0	0	0	0
ENSMUSG00000114677	0	0	0	0	0	0
ENSMUSG00000114678	0	0	0	0	0	0
ENSMUSG00000114679	0	0	0	0	0	0
ENSMUSG00000114680	0	0	1	0	0	4
ENSMUSG00000114681	3	3	3	2	6	3
ENSMUSG00000114682	0	0	0	0	0	0
ENSMUSG00000114683	0	0	2	1	1	0
ENSMUSG00000114684	0	0	0	0	0	0
ENSMUSG00000114685	0	0	0	0	0	0
ENSMUSG00000114686	0	0	0	0	0	0
ENSMUSG00000114687	2	1	1	2	1	2
ENSMUSG00000114688	4	2	3	4	3	5
ENSMUSG00000114689	3	2	2	3	2	4
ENSMUSG00000114690	0	0	0	0	0	0
ENSMUSG00000114691	0	0	0	0	0	0
